,S&P 500 Growth Total Return Index,S&P 500 High Beta Total Return Index,S&P 500 Quality U.S. Dollar Gross Total Return Index,S&P 500 QVML Multi-Factor Index (USD) TR,S&P 500 Value Total Return Index,S&P 500 Revenue-Weighted Index (TR),S&P 500 Minimum Volatility Total Return Index,S&P 500 Equal Weighted USD Total Return Index,S&P 500 Buyback Total Return Index,S&P 500 Low Volatility Total Return Index,S&P 500 Momentum U.S. Dollar Gross Total Return Index,S&P 500 Enhanced Value Total Return Index,S&P 500 Pure Growth Total Return Index,S&P 500 Dividend Aristocrats Total Return Index,S&P 500 Pure Value Total Return Index,S&P 500 Low Volatility High Dividend Index,S&P 500 High Dividend Total Return Index,S&P 100 Total Return 4 JAN 1988 Index
,SPTRSGX Index,SP5HBIT Index,SPXQUT Index,SPXQLMUT Index,SPTRSVX Index,REVWLT Index,SP5MVT Index,SPXEWTR Index,SPBUYUT Index,SP5LVIT Index,SP500MUT Index,SPXEVUT Index,SPTRXPG Index,SPDAUDT Index,SPTRXPV Index,SP5LVHDT Index,SPXHDUT Index,SPTR100 Index
2020-09-23,5772.72,13397.16,2451.1,1346.66,5567.68,13406.64,19269.07,7830.11,25330.29,21157.08,1732.732,1146.751,16491.82,2904.041,9433.89,22628.01,19219.74,3158.19
2020-09-24,5797.05,13402.27,2458.81,1349.79,5574.46,13426.39,19312.96,7843.29,25354.86,21200.12,1740.783,1148.956,16532.81,2917.433,9438.63,22704.52,19272.94,3168.46
2020-09-25,5907.73,13589.22,2496.06,1367.02,5637.05,13590.06,19565.59,7947.62,25657.33,21448.28,1777.656,1159.64,16828.94,2945.076,9527.44,22936.73,19500.24,3220.18
2020-09-26,5907.73,13589.22,2496.06,1367.02,5637.05,13590.06,19565.59,7947.62,25657.33,21448.28,1777.656,1159.64,16828.94,2945.076,9527.44,22936.73,19500.24,3220.18
2020-09-27,5907.73,13589.22,2496.06,1367.02,5637.05,13590.06,19565.59,7947.62,25657.33,21448.28,1777.656,1159.64,16828.94,2945.076,9527.44,22936.73,19500.24,3220.18
2020-09-28,6006.39,13992.28,2533.42,1383.06,5722.69,13815.1,19833.15,8096.15,26309.01,21701.82,1804.306,1184.702,17140.9,2987.889,9757.14,23322.22,19957.76,3270.74
2020-09-29,5987.97,13762.11,2524.63,1379.88,5681.36,13699.19,19765.17,8033.73,26040.22,21630.44,1805.766,1168.098,17115.17,2964.582,9612.92,23078.47,19704.01,3255.56
2020-09-30,6031.45,13846.85,2550.58,1395.01,5737.62,13829.74,19945.13,8083.04,26207.62,21773.95,1821.222,1181.518,17168.43,2987.94,9725.08,23242.93,19830.76,3286.87
2020-10-01,6085.78,13880.1,2555.95,1397.28,5736.14,13842.23,20006.31,8105.85,26216.9,21821.28,1839.242,1179.124,17358.25,2985.527,9704.7,23250.56,19838.22,3306.89
2020-10-02,5982.72,14089.2,2520.64,1380.63,5748.17,13839.87,19907.74,8140.47,26416.71,21713.69,1799.63,1193.495,17164.01,3005.844,9832.86,23549.62,20205.18,3258.88
2020-10-03,5982.72,14089.2,2520.64,1380.63,5748.17,13839.87,19907.74,8140.47,26416.71,21713.69,1799.63,1193.495,17164.01,3005.844,9832.86,23549.62,20205.18,3258.88
2020-10-04,5982.72,14089.2,2520.64,1380.63,5748.17,13839.87,19907.74,8140.47,26416.71,21713.69,1799.63,1193.495,17164.01,3005.844,9832.86,23549.62,20205.18,3258.88
2020-10-05,6100.82,14450.41,2568.67,1403.81,5837.31,14087.28,20175.65,8289.58,26978.21,22001.63,1841.26,1218.587,17495.56,3053.6,10072.28,23878.47,20584.09,3319.33
2020-10-06,5997.62,14218.02,2544.19,1387.98,5782.92,13909.57,19981.07,8205.83,26612.76,21825.1,1808.787,1204.439,17269.04,3026.936,9934.1,23764.32,20475.45,3266.01
2020-10-07,6106.55,14605.14,2590.18,1406.75,5877.07,14156.69,20262.1,8352.8,27208.41,22093.83,1842.544,1230.086,17593.98,3075.274,10166.92,24084.84,20826.46,3324.35
2020-10-08,6142.25,14924.56,2602.24,1414.23,5948.41,14355.56,20407.13,8471.47,27592.62,22237.32,1847.615,1252.069,17772.86,3111.151,10365.95,24549.66,21233.97,3346.61
2020-10-09,6223.5,14844.13,2626.14,1424.38,5960.29,14374.35,20571.59,8488.79,27582.6,22423.66,1870.914,1244.709,17952.11,3122.019,10307.72,24396.28,21051.44,3382.59
2020-10-10,6223.5,14844.13,2626.14,1424.38,5960.29,14374.35,20571.59,8488.79,27582.6,22423.66,1870.914,1244.709,17952.11,3122.019,10307.72,24396.28,21051.44,3382.59
2020-10-11,6223.5,14844.13,2626.14,1424.38,5960.29,14374.35,20571.59,8488.79,27582.6,22423.66,1870.914,1244.709,17952.11,3122.019,10307.72,24396.28,21051.44,3382.59
2020-10-12,6362.73,14891.76,2662.88,1443.93,6002.75,14526.73,20809.19,8550.69,27809.51,22651.33,1912.593,1257.06,18179.87,3144.041,10388.74,24469.95,21139.32,3451.72
2020-10-13,6337.11,14576.48,2642.89,1436.75,5943.23,14408.42,20681.46,8464.84,27486.14,22568.07,1914.121,1233.574,18178.97,3113.785,10229.31,24137.32,20764.5,3432.63
2020-10-14,6292.15,14555.16,2631.29,1429.68,5909.84,14334.84,20552.24,8444.95,27419.85,22435.27,1895.873,1223.188,18084.61,3110.2,10224.2,24137.49,20750.74,3405.33
2020-10-15,6265.78,14700.54,2622.21,1425.52,5926.29,14399.5,20541.89,8478.1,27575,22402.39,1882.515,1234.801,18062.96,3118.885,10337.63,24259.38,20899.28,3395.72
2020-10-16,6255.27,14597.81,2627.24,1429.83,5944.32,14403.74,20575.59,8471.25,27538.46,22455.35,1879.075,1234.465,18038.79,3121.564,10305.89,24245.76,20779.11,3395.81
2020-10-17,6255.27,14597.81,2627.24,1429.83,5944.32,14403.74,20575.59,8471.25,27538.46,22455.35,1879.075,1234.465,18038.79,3121.564,10305.89,24245.76,20779.11,3395.81
2020-10-18,6255.27,14597.81,2627.24,1429.83,5944.32,14403.74,20575.59,8471.25,27538.46,22455.35,1879.075,1234.465,18038.79,3121.564,10305.89,24245.76,20779.11,3395.81
2020-10-19,6143.31,14452.12,2583.32,1406.83,5861.95,14195.64,20270.5,8358.5,27163,22144.75,1846.734,1217.776,17787.94,3075.179,10179.5,23929.25,20489.66,3335.85
2020-10-20,6174.23,14644.52,2592.82,1410.41,5887.11,14279.57,20325.26,8409.04,27341.85,22169.07,1854.235,1230.06,17842.49,3090.74849,10277.9,23966.32,20661.16,3352.51
2020-10-21,6165.14,14505.05,2584.07,1408.74,5867.85,14242.41,20319.41,8377.89,27195.54,22135.22,1849.312,1224.397,17733.93,3085.94662,10235.12,23869.59,20562.39,3346.31
2020-10-22,6168.42,14976.78,2598.24,1416.38,5942.93,14407.74,20388.82,8483.57,27643.99,22207.26,1839.24,1254.888,17757.79,3104.33788,10465.63,24331.28,21078.48,3360.02
2020-10-23,6195.45,15066.11,2599.49,1417.33,5955.07,14459.67,20447.56,8526.91,27755.14,22261.52,1850.438,1260.872,17919.4,3116.114,10532.5,24368.52,21157.2,3366.96
2020-10-24,6195.45,15066.11,2599.49,1417.33,5955.07,14459.67,20447.56,8526.91,27755.14,22261.52,1850.438,1260.872,17919.4,3116.114,10532.5,24368.52,21157.2,3366.96
2020-10-25,6195.45,15066.11,2599.49,1417.33,5955.07,14459.67,20447.56,8526.91,27755.14,22261.52,1850.438,1260.872,17919.4,3116.114,10532.5,24368.52,21157.2,3366.96
2020-10-26,6083.03,14523.39,2549.4,1397.01,5840.37,14149.49,20131.02,8332.03,27068.95,22035.96,1825.867,1227.255,17536.03,3055.31478,10237.26,23869.93,20658.57,3307.74
2020-10-27,6101.42,14221.94,2542.45,1394.35,5767.96,13985.56,20062.9,8234.3,26573.76,21933.05,1836.367,1195.251,17449.71,3003.841,10015.82,23458.13,20181.65,3308.81
2020-10-28,5865.25,13683.72,2451.59,1348.33,5595.6,13544.06,19474.21,7974.46,25767.88,21275.86,1772.231,1159.026,16897.65,2918.00268,9702.51,22716.29,19518.09,3183.33
2020-10-29,5958.73,14056.99,2473.19,1354.36,5628.67,13659.53,19549.8,8060.03,26112.74,21244.17,1796.748,1172.506,17130.07,2940.636,9851,22995.14,19883.21,3227.16
2020-10-30,5845.68,14100.56,2444.24,1347.72,5622.89,13615.71,19407.12,8033.78,26085.49,21148.23,1752.977,1176.519,16864.12,2930.426,9891.25,22981.32,19955.37,3179.72
2020-10-31,5845.68,14100.56,2444.24,1347.72,5622.89,13615.71,19407.12,8033.78,26085.49,21148.23,1752.977,1176.519,16864.12,2930.426,9891.25,22981.32,19955.37,3179.72
2020-11-01,5845.68,14100.56,2444.24,1347.72,5622.89,13615.71,19407.12,8033.78,26085.49,21148.23,1752.977,1176.519,16864.12,2930.426,9891.25,22981.32,19955.37,3179.72
2020-11-02,5889.96,14566.18,2477.64,1365.21,5733.815,13894.277,19693.38,8216.99,26626.43,21465.71,1764.405,1209.735,17102.9,3013.695,10218.49,23637.39,20564.94,3206.48
2020-11-03,5994.48,14859.39,2519.35,1384.64,5835.89,14179.26,20002.23,8385.07,27208.15,21730.13,1791.695,1236.265,17456.97,3066.053,10401.8,24072.23,20994.94,3257.98
2020-11-04,6202.09,14603.51,2578.48,1417.23,5852.36,14301.52,20308.84,8389.95,27078.4,22019.62,1870.643,1223.379,18003.16,3044.44537,10229.62,23557.73,20402.91,3353.72
2020-11-05,6343.11,15061.34,2624.28,1434.74,5938.75,14587.25,20643.26,8553.16,27800.56,22168.02,1913.482,1256.081,18386.61,3098.697,10515.41,23955.03,20834.49,3420.03
2020-11-06,6352.64,14829.25,2632.79,1440.78,5922.03,14546.47,20699.46,8518.81,27557.7,22283.99,1919.908,1242.141,18440.15,3100.984,10396.79,23615.51,20389.68,3419.9
2020-11-07,6352.64,14829.25,2632.79,1440.78,5922.03,14546.47,20699.46,8518.81,27557.7,22283.99,1919.908,1242.141,18440.15,3100.984,10396.79,23615.51,20389.68,3419.9
2020-11-08,6352.64,14829.25,2632.79,1440.78,5922.03,14546.47,20699.46,8518.81,27557.7,22283.99,1919.908,1242.141,18440.15,3100.984,10396.79,23615.51,20389.68,3419.9
2020-11-09,6315.86,16568.78,2642.03,1431.36,6158.85,15080.05,20764.38,8878.63,29168.63,22086.95,1848.73,1344.304,18376.67,3209.257,11151.71,25121.69,22470.53,3436.24
2020-11-10,6247.33,16583.07,2632.73,1435.5,6242.09,15272.97,20865.38,8935.03,29224.17,22323.73,1819.014,1368.315,18124.66,3266.38137,11373.53,25676.4,22842.34,3425.36
2020-11-11,6339.63,16333.13,2654.29,1447.45,6223.29,15234.47,21059.09,8916.87,29059.14,22504.93,1862.044,1354.404,18405.08,3243.36,11260.32,25464.51,22568.71,3462.56
2020-11-12,6288.56,15895.33,2629.54,1438.55,6146.16,15049.71,20881.6,8775.5,28590.21,22356.24,1851.474,1327.332,18184.73,3198.324,11001.99,24913.95,21935.36,3433.72
2020-11-13,6353.75,16486.67,2668,1456.05,6261.8,15364.34,21109.94,8974.81,29323.64,22618.78,1861.927,1362.164,18433.01,3257.652,11335.58,25571.9,22636.8,3472.67
2020-11-14,6353.75,16486.67,2668,1456.05,6261.8,15364.34,21109.94,8974.81,29323.64,22618.78,1861.927,1362.164,18433.01,3257.652,11335.58,25571.9,22636.8,3472.67
2020-11-15,6353.75,16486.67,2668,1456.05,6261.8,15364.34,21109.94,8974.81,29323.64,22618.78,1861.927,1362.164,18433.01,3257.652,11335.58,25571.9,22636.8,3472.67
2020-11-16,6405.76,17171.39,2690.33,1461.13,6367.87,15674.234,21266.69,9160.44,29922.42,22726.21,1867.614,1401.832,18637.53,3324.147,11709.55,26286.58,23363.43,3507.77
2020-11-17,6376.94,17265.62,2674.9,1451.54,6336.84,15535.06,21103.04,9134.22,29861.14,22593.92,1858.014,1393.539,18587.25,3295.093,11703.92,26133.79,23329.74,3491.24
2020-11-18,6308.74,17085.16,2643.78,1434.78,6258.17,15369.173,20842.42,9030.33,29602.43,22285.25,1835.044,1382.454,18457.93,3256.88045,11588.27,25793.83,22975.58,3451.31
2020-11-19,6343.88,17309.78,2654.63,1438.02,6268.57,15392.82,20874.26,9074.94,29743.65,22364.44,1846.386,1383.961,18602.67,3265.76972,11645.04,25818.34,23049.43,3464.88
2020-11-20,6292.94,17149.21,2635.57,1430.08,6237.89,15287.23,20768.65,9023.71,29476.3,22280.79,1837.27,1373.451,18493.81,3248.617,11561.84,25757.91,22954.71,3439.19
2020-11-21,6292.94,17149.21,2635.57,1430.08,6237.89,15287.23,20768.65,9023.71,29476.3,22280.79,1837.27,1373.451,18493.81,3248.617,11561.84,25757.91,22954.71,3439.19
2020-11-22,6292.94,17149.21,2635.57,1430.08,6237.89,15287.23,20768.65,9023.71,29476.3,22280.79,1837.27,1373.451,18493.81,3248.617,11561.84,25757.91,22954.71,3439.19
2020-11-23,6298.34,17856.71,2646.85,1428.86,6319.81,15541.72,20767.05,9161.87,30053.63,22265.1,1831.624,1412.165,18640.37,3284.304,11908.32,26263.86,23518.58,3452.19
2020-11-24,6378.31,18665.23,2674.99,1438.49,6454.82,15911.45,20935.53,9357.06,30905.8,22342.75,1839.571,1466.125,18801,3343.085,12346,27022.72,24329.81,3511.78
2020-11-25,6388.21,18411.04,2671.55,1438.65,6415.23,15809.2,20922.64,9291.13,30673.91,22325.04,1853.945,1450.546,18804.78,3314.86523,12128.75,26700.34,24026.21,3511.49
2020-11-26,6388.21,18411.04,2671.552,1438.65,6415.23,15809.2,20922.64,9291.13,30673.91,22325.04,1853.945,1450.546,18804.78,3314.86523,12128.75,26700.34,24026.21,3511.49
2020-11-27,6415.98,18324.28,2681.87,1444.72,6413.56,15807.9,20960.21,9287.5,30618.58,22402.16,1866.324,1446.208,18947.85,3311.738,12073.47,26518.19,23827.62,3519.36
2020-11-28,6415.98,18324.28,2681.87,1444.72,6413.56,15807.9,20960.21,9287.5,30618.58,22402.16,1866.324,1446.208,18947.85,3311.738,12073.47,26518.19,23827.62,3519.36
2020-11-29,6415.98,18324.28,2681.87,1444.72,6413.56,15807.9,20960.21,9287.5,30618.58,22402.16,1866.324,1446.208,18947.85,3311.738,12073.47,26518.19,23827.62,3519.36
2020-11-30,6412.94,17745.85,2684.62,1448.53,6347.01,15625.01,20920.47,9182.55,30229.72,22451.85,1876.959,1409.762,18921.38,3281.67072,11760.58,26115.29,23282.07,3504.93
2020-12-01,6495.55,18008.03,2708.81,1462.72,6403.59,15768.99,21127.44,9273.55,30636.79,22605.64,1897.087,1427.204,19134.12,3297.1,11907.28,26376.65,23634.7,3548.82
2020-12-02,6488.03,18297.91,2711.62,1465.88,6445.25,15882.67,21083.2,9299.97,30878.44,22475.52,1890.998,1446.874,19045.51,3286.484,12014.9,26652.67,23968.91,3560.91
2020-12-03,6476.21,18660.49,2707.34,1462.72,6455.86,15940.58,21114.63,9350.16,31031.99,22432.34,1881.886,1459.945,19136.63,3290.306,12136.31,26779.93,24188.27,3555.65
2020-12-04,6520.98,19285.84,2738.33,1470.96,6532.53,16156.1,21272.67,9503.61,31617.04,22585.18,1890.418,1486.664,19387.34,3341.171,12402.54,27229.88,24685.99,3577.85
2020-12-05,6520.98,19285.84,2738.33,1470.96,6532.53,16156.1,21272.67,9503.61,31617.04,22585.18,1890.418,1486.664,19387.34,3341.171,12402.54,27229.88,24685.99,3577.85
2020-12-06,6520.98,19285.84,2738.33,1470.96,6532.53,16156.1,21272.67,9503.61,31617.04,22585.18,1890.418,1486.664,19387.34,3341.171,12402.54,27229.88,24685.99,3577.85
2020-12-07,6525.09,19073.66,2730.91,1467.62,6494.88,16042.56,21205.99,9451.75,31490.41,22536.3,1897.754,1473.13,19429.32,3308.141,12299.39,26999.54,24433.46,3574.59
