,S&P 500 Growth Total Return Index,S&P 500 High Beta Total Return Index,S&P 500 Quality U.S. Dollar Gross Total Return Index,S&P 500 QVML Multi-Factor Index (USD) TR,S&P 500 Value Total Return Index,S&P 500 Revenue-Weighted Index (TR),S&P 500 Minimum Volatility Total Return Index,S&P 500 Equal Weighted USD Total Return Index,S&P 500 Buyback Total Return Index,S&P 500 Low Volatility Total Return Index,S&P 500 Momentum U.S. Dollar Gross Total Return Index,S&P 500 Enhanced Value Total Return Index,S&P 500 Pure Growth Total Return Index,S&P 500 Dividend Aristocrats Total Return Index,S&P 500 Pure Value Total Return Index,S&P 500 Low Volatility High Dividend Index,S&P 500 High Dividend Total Return Index,S&P 100 Total Return 4 JAN 1988 Index
,SPTRSGX Index,SP5HBIT Index,SPXQUT Index,SPXQLMUT Index,SPTRSVX Index,REVWLT Index,SP5MVT Index,SPXEWTR Index,SPBUYUT Index,SP5LVIT Index,SP500MUT Index,SPXEVUT Index,SPTRXPG Index,SPDAUDT Index,SPTRXPV Index,SP5LVHDT Index,SPXHDUT Index,SPTR100 Index
2012-11-12,1690.54,5834.9,910.543,578.55,2647.985,5529.995,7330.25,3245.5,10098.77,8982.37,564.405,589.544,5285.86,1134.645,5202.26,12037.23,10676.139,1116.37
2012-11-13,1685.33,5797.2,906.788,576.64,2636.416,5506.807,7326.39,3236.68,10080.36,8998.93,564.961,585.16,5278.15,1134.024,5169.15,12004.99,10659.097,1111.24
2012-11-14,1664.03,5684.73,894.496,570.26,2598.217,5428.973,7247.91,3192.76,9941.18,8913.64,557.459,574.633,5211.28,1122.609,5088.01,11856.69,10520.217,1095.95
2012-11-15,1661.2,5697.61,893.348,568.15,2594.799,5421.26,7234.56,3191.69,9935.98,8885.55,553.855,575.97,5215.72,1121.689,5109.55,11820.85,10490.377,1093.32
2012-11-16,1669.65,5728.12,898.647,571.16,2607.14,5438.577,7275.95,3210.54,10000.86,8948.33,557.594,577.891,5249.97,1128.569,5140.45,11922.81,10592.435,1097.63
2012-11-17,1669.65,5728.12,898.647,571.16,2607.14,5438.577,7275.95,3210.54,10000.86,8948.33,557.594,577.891,5249.97,1128.569,5140.45,11922.81,10592.435,1097.63
2012-11-18,1669.65,5728.12,898.647,571.16,2607.14,5438.577,7275.95,3210.54,10000.86,8948.33,557.594,577.891,5249.97,1128.569,5140.45,11922.81,10592.435,1097.63
2012-11-19,1704.57,5872.85,913.905,579.39,2656.065,5549.111,7380.5,3268.26,10193.35,9022.76,568.977,591.876,5343.1,1147.542,5255.71,12068.32,10707.223,1121.48
2012-11-20,1704.75,5862.56,913.914,579.67,2660.085,5547.253,7388.35,3269.31,10182.06,9029.04,570.744,591.537,5347.17,1150.678,5271.95,12069.6,10694.125,1121.94
2012-11-21,1708.76,5893.12,917.224,581.41,2666.251,5565.773,7408.59,3277.4,10212.5,9033.95,571.693,594.27,5362.24,1152.11,5295.66,12072.97,10708.801,1125
2012-11-22,1708.76,5893.12,917.224,581.41,2666.251,5565.773,7408.59,3277.4,10212.5,9033.95,571.693,594.27,5362.24,1152.11,5295.66,12072.97,10708.801,1125
2012-11-23,1731.5,5981.63,929.223,588.58,2700.928,5641.399,7494.98,3318.47,10348.02,9096.36,578.482,602.471,5428.43,1166.449,5370.17,12183.73,10802.637,1140.54
2012-11-24,1731.5,5981.63,929.223,588.58,2700.928,5641.399,7494.98,3318.47,10348.02,9096.36,578.482,602.471,5428.43,1166.449,5370.17,12183.73,10802.637,1140.54
2012-11-25,1731.5,5981.63,929.223,588.58,2700.928,5641.399,7494.98,3318.47,10348.02,9096.36,578.482,602.471,5428.43,1166.449,5370.17,12183.73,10802.637,1140.54
2012-11-26,1728.77,5949.57,926.197,586.19,2694.162,5625.52,7467.05,3308.74,10299.44,9100.76,577.471,600.537,5408.45,1161.281,5350.33,12201.49,10812.348,1139.26
2012-11-27,1721.12,5907.94,920.836,582.87,2678.063,5595.297,7437.76,3295.8,10257.26,9091.6,574.503,595.74,5389.33,1156.659,5317.84,12191.49,10800.371,1132.57
2012-11-28,1734.63,5969.28,928.48,588.07,2700.911,5650.53,7501.85,3323.27,10341.25,9148.97,579.184,601.125,5430.87,1164.382,5369.33,12287.05,10874.639,1142.07
2012-11-29,1742.6,6013.49,929.923,589.5,2712.353,5680.199,7531.63,3336.65,10360.62,9186.14,582.489,605.671,5455.3,1168.587,5397,12314.8,10902.376,1147.13
2012-11-30,1741.92,6014.82,929.091,590.4,2714.586,5689.965,7546.82,3339.58,10360.38,9234.38,583.71,605.027,5454.41,1172.817,5400.66,12356.44,10953.261,1147.11
2012-12-01,1741.92,6014.82,929.091,590.4,2714.586,5689.965,7546.82,3339.58,10360.38,9234.38,583.71,605.027,5454.41,1172.817,5400.66,12356.44,10953.261,1147.11
2012-12-02,1741.92,6014.82,929.091,590.4,2714.586,5689.965,7546.82,3339.58,10360.38,9234.38,583.71,605.027,5454.41,1172.817,5400.66,12356.44,10953.261,1147.11
2012-12-03,1733.67,5986.75,924.35,587.8,2701.737,5661.148,7511.75,3323.44,10313.84,9196.64,581.957,602.52,5422.65,1166.64,5384.68,12314.75,10907.068,1141.74
2012-12-04,1730.02,5993.88,923.604,587.02,2698.511,5660.144,7501.41,3323.51,10330.4,9176.45,579.615,602.704,5434.92,1164.045,5371.72,12263.55,10862.888,1139.18
2012-12-05,1725.39,6044.52,924.298,589.42,2718.374,5684.75,7528.93,3336.34,10364.37,9237.87,577.744,609.899,5422.22,1166.052,5410.22,12314.68,10928.962,1139.85
2012-12-06,1732.74,6068.43,927.396,590.72,2725.837,5702.79,7550.19,3347.73,10405.91,9241.64,579.182,611.9,5443.57,1169.59,5430.55,12326.75,10942.479,1144.21
2012-12-07,1734.66,6116.43,931.098,593.07,2740.095,5736.043,7571.45,3361.28,10436.2,9262.2,579.632,617.884,5450.52,1173.529,5466.41,12353.66,10979.322,1146.81
2012-12-08,1734.66,6116.43,931.098,593.07,2740.095,5736.043,7571.45,3361.28,10436.2,9262.2,579.632,617.884,5450.52,1173.529,5466.41,12353.66,10979.322,1146.81
2012-12-09,1734.66,6116.43,931.098,593.07,2740.095,5736.043,7571.45,3361.28,10436.2,9262.2,579.632,617.884,5450.52,1173.529,5466.41,12353.66,10979.322,1146.81
2012-12-10,1735.12,6133.87,932.827,593.68,2741.49,5748.126,7575.37,3368.29,10452.33,9269.45,578.847,619.571,5460.91,1173.153,5487.34,12368.08,10989.319,1146.56
2012-12-11,1748.65,6192.45,940.765,597.27,2755.449,5773.972,7624.07,3387.3,10502.74,9299.23,581.55,623.148,5503.71,1176.269,5520.79,12424.62,11025.349,1154.78
2012-12-12,1746.88,6214.16,939.433,596.2,2762.742,5777.224,7620.64,3390.44,10488.57,9281.81,580.769,625.674,5509.39,1172.391,5533.89,12412.84,11022.062,1155.28
2012-12-13,1735.4,6164.54,933.377,592.9,2747.646,5751.459,7583.68,3372.35,10438.07,9241.55,576.99,622.045,5476.37,1167.529,5514.45,12348.46,10962.878,1147.98
2012-12-14,1724.95,6176.06,931.838,591.13,2742.574,5741.37,7557.69,3367.24,10406.58,9207.45,573.322,621.966,5464.49,1165.687,5509.68,12317.82,10941.668,1141.16
2012-12-15,1724.95,6176.06,931.838,591.13,2742.574,5741.37,7557.69,3367.24,10406.58,9207.45,573.322,621.966,5464.49,1165.687,5509.68,12317.82,10941.668,1141.16
2012-12-16,1724.95,6176.06,931.838,591.13,2742.574,5741.37,7557.69,3367.24,10406.58,9207.45,573.322,621.966,5464.49,1165.687,5509.68,12317.82,10941.668,1141.16
2012-12-17,1743,6257.23,940.402,595.76,2779.748,5804.78,7639.04,3406.07,10531,9300.56,578.688,631.265,5524.09,1177.511,5593.75,12425.18,11056.741,1154.84
2012-12-18,1762.14,6398.57,950.146,600.03,2813.415,5872.622,7696,3450.65,10657.14,9352.51,582.377,642.31,5587.94,1187.94,5678.69,12525.4,11172.557,1167.92
2012-12-19,1749.04,6375.41,944.693,594.71,2791.779,5829.02,7639.73,3431.95,10611.09,9283.78,576.016,638.362,5544.56,1179.424,5646.87,12446.96,11107.024,1158.2
2012-12-20,1755.32,6424.19,947.133,596.15,2814.542,5865.94,7667.63,3453.21,10657.18,9328.67,577.659,646.002,5561.48,1185.946,5702.14,12507.7,11203.497,1164.53
2012-12-21,1741.69,6347.67,939.594,590.85,2783.302,5809.147,7604.34,3421.72,10548.38,9260.92,572.809,638.581,5523.09,1173.897,5618.04,12397.93,11094.028,1153.28
2012-12-22,1741.69,6347.67,939.594,590.85,2783.302,5809.147,7604.34,3421.72,10548.38,9260.92,572.809,638.581,5523.09,1173.897,5618.04,12397.93,11094.028,1153.28
2012-12-23,1741.69,6347.67,939.594,590.85,2783.302,5809.147,7604.34,3421.72,10548.38,9260.92,572.809,638.581,5523.09,1173.897,5618.04,12397.93,11094.028,1153.28
2012-12-24,1738.59,6317.39,937.907,589.63,2775.288,5796.279,7581.58,3413.61,10535.73,9239.22,572.548,637.01,5516.98,1173.262,5601.33,12372.3,11065.768,1149.99
2012-12-25,1738.59,6317.39,937.907,589.63,2775.288,5796.279,7581.58,3413.61,10535.73,9239.22,572.548,637.01,5516.98,1173.262,5601.33,12372.3,11065.768,1149.99
2012-12-26,1728.31,6305.69,931.961,587.33,2765.379,5774.592,7535,3393.33,10455.43,9170.78,568.669,636.44,5478.32,1167.909,5590.81,12299.75,10996.268,1145.63
2012-12-27,1727.6,6287.93,932.236,586.72,2760.702,5767.634,7533.42,3390.26,10440.24,9160.59,568.748,634.77,5479.55,1166.778,5570.66,12283.34,10976.854,1144.01
2012-12-28,1708.96,6208.61,922.204,580.32,2729.995,5702.516,7453.5,3355.55,10349.85,9075.41,563.371,627.855,5426.91,1155.025,5511.3,12173.99,10881.01,1130.95
2012-12-29,1708.96,6208.61,922.204,580.32,2729.995,5702.516,7453.5,3355.55,10349.85,9075.41,563.371,627.855,5426.91,1155.025,5511.3,12173.99,10881.01,1130.95
2012-12-30,1708.96,6208.61,922.204,580.32,2729.995,5702.516,7453.5,3355.55,10349.85,9075.41,563.371,627.855,5426.91,1155.025,5511.3,12173.99,10881.01,1130.95
2012-12-31,1739.57,6368.09,937.134,587.66,2773.488,5803.523,7562.4,3416.2,10538.28,9183.78,572.542,639.406,5535.51,1171.344,5626.07,12325.48,11044.359,1149.5
2013-01-01,1739.57,6368.09,937.134,587.66,2773.488,5803.523,7562.4,3416.2,10538.28,9183.78,572.542,639.406,5535.51,1171.344,5626.07,12325.48,11044.359,1149.5
2013-01-02,1785.15,6560.07,959.664,601.27,2842.686,5948.549,7730.33,3498.24,10776.93,9376.13,587.606,656.832,5683.64,1196.623,5768.72,12579.6,11274.269,1180.49
2013-01-03,1780.36,6568.54,960.305,601.13,2838.56,5934.413,7712.78,3496.95,10761.21,9386.84,587.273,654.413,5668.34,1194.034,5770.44,12591.32,11287.286,1177.74
2013-01-04,1784.22,6658.49,964.729,603.71,2860.544,5971.339,7742.41,3524.63,10825.85,9436.32,588.15,661.022,5696.89,1201.571,5826.81,12676.46,11370.169,1181.95
2013-01-05,1784.22,6658.49,964.729,603.71,2860.544,5971.339,7742.41,3524.63,10825.85,9436.32,588.15,661.022,5696.89,1201.571,5826.81,12676.46,11370.169,1181.95
2013-01-06,1784.22,6658.49,964.729,603.71,2860.544,5971.339,7742.41,3524.63,10825.85,9436.32,588.15,661.022,5696.89,1201.571,5826.81,12676.46,11370.169,1181.95
2013-01-07,1780.1,6632.13,962.209,600.61,2849.181,5939.215,7719.36,3511.11,10770.04,9383.33,586.302,657.342,5679.12,1196.91,5797.03,12647.56,11306.111,1179.11
2013-01-08,1777.42,6577.91,960.895,599.69,2836.663,5919.135,7701.32,3495.25,10711.22,9356.41,584.672,654.218,5679.01,1197.547,5750.97,12599.25,11251.637,1176.2
2013-01-09,1782.26,6590.24,966.445,601.85,2844.097,5937.695,7727.24,3508.46,10766.71,9378,586.259,654.984,5707.61,1200.169,5769.91,12644.26,11291.088,1178.17
2013-01-10,1793.98,6650.62,972.733,605.96,2868.816,5988.604,7773.94,3531.82,10847.84,9431.84,589.547,663.26,5745.4,1206.316,5826.28,12719.33,11359.404,1187.68
2013-01-11,1795.17,6628.82,973.57,605.63,2867.153,5986.604,7782.67,3530.05,10866.55,9426.01,589.288,661.223,5734.77,1206.5,5808.44,12713.93,11350.818,1188.36
2013-01-12,1795.17,6628.82,973.57,605.63,2867.153,5986.604,7782.67,3530.05,10866.55,9426.01,589.288,661.223,5734.77,1206.5,5808.44,12713.93,11350.818,1188.36
2013-01-13,1795.17,6628.82,973.57,605.63,2867.153,5986.604,7782.67,3530.05,10866.55,9426.01,589.288,661.223,5734.77,1206.5,5808.44,12713.93,11350.818,1188.36
2013-01-14,1790.12,6603.57,974.978,606.59,2870.23,5999.613,7787.67,3532.86,10885.04,9439.09,587.539,663.154,5731.94,1208.864,5824.33,12710.51,11349.709,1185.65
2013-01-15,1788.17,6646.54,976.665,607.35,2880.276,6023.697,7794.98,3548.03,10953.78,9452.64,586.257,667.921,5749.54,1210.915,5873.38,12708.7,11367.893,1185.1
2013-01-16,1790.64,6653.28,975.848,606.61,2877.937,6030.522,7778.95,3543.72,10957.25,9424.09,585.972,670.547,5751.22,1208.412,5881.89,12666.21,11319.501,1186.88
2013-01-17,1801.2,6713.99,982.8,610.45,2893.44,6067.801,7824.51,3574.74,11069.76,9476,588.841,672.701,5801.69,1218.008,5938.96,12747.81,11404.985,1191.18
2013-01-18,1803.99,6742.18,984.454,611.79,2909.088,6088.932,7854.05,3588.65,11102.5,9525.52,590.086,672.55,5814.47,1222.97,5966.74,12793.46,11469.463,1194.84
2013-01-19,1803.99,6742.18,984.454,611.79,2909.088,6088.932,7854.05,3588.65,11102.5,9525.52,590.086,672.55,5814.47,1222.97,5966.74,12793.46,11469.463,1194.84
2013-01-20,1803.99,6742.18,984.454,611.79,2909.088,6088.932,7854.05,3588.65,11102.5,9525.52,590.086,672.55,5814.47,1222.97,5966.74,12793.46,11469.463,1194.84
2013-01-21,1803.99,6742.18,984.454,611.79,2909.088,6088.932,7854.05,3588.65,11102.5,9525.52,590.086,672.55,5814.47,1222.97,5966.74,12793.46,11469.463,1194.84
2013-01-22,1808.39,6810.29,987.289,614.48,2928.332,6126.412,7896.1,3611.83,11194.23,9578.86,592.247,680.112,5840.76,1227.948,6038.93,12883.75,11565.855,1198.84
2013-01-23,1813.94,6800.55,988.273,616.24,2928.069,6133.202,7904.2,3608.1,11207.42,9566.23,592.739,680.233,5844.42,1229.285,6036.59,12828.3,11536.604,1202.75
2013-01-24,1807.19,6813.77,994.399,618.67,2939.801,6148.842,7926.63,3623.94,11257.92,9590.53,589.922,683.118,5886.72,1231.058,6055.79,12873.81,11564.608,1199.55
2013-01-25,1816.71,6889.06,1000.247,621.51,2956.362,6176.72,7970.82,3650.19,11342.72,9620.84,590.768,686.366,5944.57,1235.857,6095.08,12917.94,11598.062,1205.21
2013-01-26,1816.71,6889.06,1000.247,621.51,2956.362,6176.72,7970.82,3650.19,11342.72,9620.84,590.768,686.366,5944.57,1235.857,6095.08,12917.94,11598.062,1205.21
2013-01-27,1816.71,6889.06,1000.247,621.51,2956.362,6176.72,7970.82,3650.19,11342.72,9620.84,590.768,686.366,5944.57,1235.857,6095.08,12917.94,11598.062,1205.21
2013-01-28,1812.48,6854.78,996.938,619.97,2952.552,6168.441,7958.65,3640.09,11322.15,9601.06,590.67,684.843,5912.25,1232.139,6085.99,12919.17,11598.357,1203.57
2013-01-29,1819.83,6878.38,1000.401,625.24,2971.194,6211.004,7999.23,3653.29,11321.26,9668.91,595.171,689.917,5923.87,1238.602,6134.44,13024.32,11678.799,1210.09
2013-01-30,1813.73,6838.74,997.835,623.76,2959.444,6188.816,7981.1,3641.08,11323.54,9652.28,593.408,687.09,5907.87,1232.516,6106.31,12970.86,11652.881,1205.67
2013-01-31,1808.19,6863.59,993.539,622.01,2953.745,6169.075,7980.27,3639.4,11277.73,9647.02,592.93,685.152,5885.32,1230.522,6101.29,13021.67,11660.809,1201.8
2013-02-01,1825.69,6946.35,1004.454,627.08,2984.725,6232.104,8048.38,3672.61,11380.55,9717.07,597.684,693.913,5948.88,1243.047,6159.37,13130.12,11728.967,1214.01
2013-02-02,1825.69,6946.35,1004.454,627.08,2984.725,6232.104,8048.38,3672.61,11380.55,9717.07,597.684,693.913,5948.88,1243.047,6159.37,13130.12,11728.967,1214.01
2013-02-03,1825.69,6946.35,1004.454,627.08,2984.725,6232.104,8048.38,3672.61,11380.55,9717.07,597.684,693.913,5948.88,1243.047,6159.37,13130.12,11728.967,1214.01
2013-02-04,1802.4,6857.05,993.579,620.76,2954.21,6164.533,7974.24,3633.02,11244.87,9638.68,591.105,685.892,5874.32,1229.315,6093.27,13031.12,11642.728,1199.84
2013-02-05,1823.67,6937.77,1000.81,626.1,2981.451,6234.24,8051.84,3669.18,11367.45,9696.91,597.227,695.427,5944.68,1239.027,6155.26,13070.97,11706.608,1213.2
2013-02-06,1824.31,6954.9,1002.175,626.96,2984.45,6242.222,8065.93,3678.6,11414.11,9720.7,597.354,696.752,5970.32,1241.696,6174.54,13106.84,11734.12,1213.14
2013-02-07,1823.3,6913.77,1001.455,625.87,2977.667,6235.613,8070.06,3672.18,11415.11,9730.94,597.958,695.422,5948.3,1239.577,6167.31,13129.64,11761.416,1211.48
2013-02-08,1836.17,6955.08,1007.495,628.18,2990.13,6269.304,8101.62,3693.26,11505.21,9752.75,601.01,698.949,5992.58,1243.079,6192.23,13180.75,11806.385,1217.46
2013-02-09,1836.17,6955.08,1007.495,628.18,2990.13,6269.304,8101.62,3693.26,11505.21,9752.75,601.01,698.949,5992.58,1243.079,6192.23,13180.75,11806.385,1217.46
2013-02-10,1836.17,6955.08,1007.495,628.18,2990.13,6269.304,8101.62,3693.26,11505.21,9752.75,601.01,698.949,5992.58,1243.079,6192.23,13180.75,11806.385,1217.46
2013-02-11,1834.21,6960.51,1005.526,627.72,2990.068,6267.349,8092.54,3690.65,11510.13,9754.34,600.365,699.93,5976.57,1242.309,6199.63,13190.41,11817.098,1216.98
2013-02-12,1833.08,7023.28,1006.249,628.53,3002.08,6285.135,8100.29,3702.98,11507.6,9774.29,599.419,703.845,5989.43,1246.095,6228.87,13241.25,11853.629,1218.56
2013-02-13,1834.91,7022.57,1006.612,628.51,3005.442,6291.714,8105.59,3706.1,11514.33,9770.56,599.745,702.637,6005.75,1248.207,6219.02,13259.55,11840.989,1219.96
2013-02-14,1836.81,7072.15,1007.346,629.99,3007.18,6302.04,8084.82,3712.65,11582.17,9754.21,597.896,705.265,6023.05,1252.333,6243.01,13190.68,11805.549,1221.78
2013-02-15,1838.19,7014.63,1009.654,630.9,2998.95,6288.926,8084.81,3709.45,11554.4,9781.32,599.688,701.373,6014.44,1258.281,6216.61,13215.17,11822.425,1220.14
2013-02-16,1838.19,7014.63,1009.654,630.9,2998.95,6288.926,8084.81,3709.45,11554.4,9781.32,599.688,701.373,6014.44,1258.281,6216.61,13215.17,11822.425,1220.14
2013-02-17,1838.19,7014.63,1009.654,630.9,2998.95,6288.926,8084.81,3709.45,11554.4,9781.32,599.688,701.373,6014.44,1258.281,6216.61,13215.17,11822.425,1220.14
2013-02-18,1838.19,7014.63,1009.654,630.9,2998.95,6288.926,8084.81,3709.45,11554.4,9781.32,599.688,701.373,6014.44,1258.281,6216.61,13215.17,11822.425,1220.14
2013-02-19,1850.85,7075.9,1015.132,635.66,3023.325,6334.518,8137.73,3735.75,11634.1,9853.89,602.85,707.675,6040.04,1263.517,6262.2,13317.26,11911.323,1229.83
2013-02-20,1827.89,6876.17,1003.894,631.19,2986.09,6245.537,8065.28,3675.37,11458.24,9823.38,599.1,692.887,5909.14,1252.757,6129.82,13243.41,11810.775,1216.77
2013-02-21,1815.28,6765.91,998.529,629.74,2970.498,6220.198,8028.87,3645.88,11384.86,9799.01,597.928,688.058,5863.55,1247.11,6092.61,13207.72,11764.504,1210.77
2013-02-22,1831.06,6837.23,1008.52,634.68,2997.708,6277.713,8092.49,3682.38,11486.62,9881.08,602.813,695.068,5919.32,1257.049,6145.98,13312.26,11860.087,1220.39
2013-02-23,1831.06,6837.23,1008.52,634.68,2997.708,6277.713,8092.49,3682.38,11486.62,9881.08,602.813,695.068,5919.32,1257.049,6145.98,13312.26,11860.087,1220.39
2013-02-24,1831.06,6837.23,1008.52,634.68,2997.708,6277.713,8092.49,3682.38,11486.62,9881.08,602.813,695.068,5919.32,1257.049,6145.98,13312.26,11860.087,1220.39
2013-02-25,1800.75,6614.76,992.39,624.49,2937.323,6156.977,7977.81,3607.4,11261.65,9756.62,595.352,677.277,5800.32,1236.539,5987.71,13124.2,11691.8,1199.21
2013-02-26,1812.8,6660.48,997.628,628.79,2954.436,6201.29,8016.84,3629.34,11340.75,9808.56,599.602,681.933,5855,1245.511,6015.53,13188.4,11751.037,1206.75
2013-02-27,1834.23,6765.97,1011.823,636.47,2996.307,6290.409,8106.73,3682.51,11516.83,9899.64,605.527,693.184,5955.5,1261.343,6106.23,13321.71,11878.139,1220.9
2013-02-28,1832.69,6758.73,1011.422,636.17,2993.908,6284.714,8103.73,3682.71,11525.79,9909.69,604.416,691.788,5960.45,1261.332,6097.11,13313.44,11868.567,1218.9
2013-03-01,1838.13,6734.46,1015.331,638.93,2998.978,6307.984,8129.06,3691.69,11588.09,9938.74,605.62,694.167,6008.05,1264.608,6103.83,13328.93,11889.886,1220.91
2013-03-02,1838.13,6734.46,1015.331,638.93,2998.978,6307.984,8129.06,3691.69,11588.09,9938.74,605.62,694.167,6008.05,1264.608,6103.83,13328.93,11889.886,1220.91
2013-03-03,1838.13,6734.46,1015.331,638.93,2998.978,6307.984,8129.06,3691.69,11588.09,9938.74,605.62,694.167,6008.05,1264.608,6103.83,13328.93,11889.886,1220.91
2013-03-04,1847.17,6742.96,1021.354,643.71,3011.903,6345.175,8177.4,3707.26,11643.11,10004.02,610.48,698.773,6040.28,1272.044,6127.64,13421.72,11963.238,1226.04
2013-03-05,1866.74,6840.4,1032.266,648.2,3037.683,6399.78,8241.79,3744.06,11774.67,10069.64,615.618,704.856,6103.55,1280.901,6188.88,13514.18,12044.206,1238.1
2013-03-06,1867.02,6892.17,1034.036,648.67,3045.732,6412.676,8243.83,3749.99,11789.35,10050.43,614.059,709.499,6109.87,1280.123,6224.18,13503.44,12051.507,1239.88
2013-03-07,1870.02,6955.56,1034.609,649.09,3052.53,6424.629,8244.38,3758.94,11825.09,10031.19,613.492,713.679,6122.1,1280.946,6253.67,13485.83,12040.972,1242.87
2013-03-08,1876.61,7031.64,1040.685,652.26,3069.713,6464.867,8271.66,3784.26,11932,10064.34,615.805,718.806,6157.91,1287.454,6314.02,13546.97,12099.424,1247.35
2013-03-09,1876.61,7031.64,1040.685,652.26,3069.713,6464.867,8271.66,3784.26,11932,10064.34,615.805,718.806,6157.91,1287.454,6314.02,13546.97,12099.424,1247.35
2013-03-10,1876.61,7031.64,1040.685,652.26,3069.713,6464.867,8271.66,3784.26,11932,10064.34,615.805,718.806,6157.91,1287.454,6314.02,13546.97,12099.424,1247.35
2013-03-11,1882.55,7064.34,1043.36,653.98,3080.549,6482.639,8295.48,3797.05,11972.48,10091.69,617.34,722.434,6171.46,1293.025,6346.32,13584.52,12139.9,1251.86
2013-03-12,1876.84,7049.41,1043.198,653.63,3075.49,6486.031,8290.31,3793.16,12002.99,10079.18,616.448,722.592,6168.05,1290.72,6361.27,13586.98,12160.904,1247.57
2013-03-13,1878.99,7066.85,1046.017,654.74,3082.173,6496.635,8309.94,3806.77,12066.68,10115.32,617.039,724.317,6188.89,1295.356,6389.45,13617.65,12193.516,1248.65
2013-03-14,1887.54,7128.78,1049.76,657.77,3102.953,6533.503,8348.46,3829.14,12147.53,10150.7,619.168,729.745,6215.23,1300.907,6429.04,13666.08,12240.286,1255.97
2013-03-15,1884.13,7114.97,1044.936,655.25,3098.522,6524.344,8318.98,3821.18,12116.2,10150.62,616.482,730.557,6188.6,1298.103,6437.47,13658.02,12258.479,1254.24
2013-03-16,1884.13,7114.97,1044.936,655.25,3098.522,6524.344,8318.98,3821.18,12116.2,10150.62,616.482,730.557,6188.6,1298.103,6437.47,13658.02,12258.479,1254.24
2013-03-17,1884.13,7114.97,1044.936,655.25,3098.522,6524.344,8318.98,3821.18,12116.2,10150.62,616.482,730.557,6188.6,1298.103,6437.47,13658.02,12258.479,1254.24
2013-03-18,1875.84,7042.29,1038.873,651.84,3077.941,6497.212,8284.5,3798.72,12076.13,10101.75,614.073,726.625,6167.09,1290.943,6396.03,13577.61,12211.254,1247.53
2013-03-19,1872.32,6954.95,1036.888,652.11,3068.851,6482.802,8289.17,3782.82,12008.56,10116.08,614.004,724.266,6141.62,1292.55,6347.81,13587.64,12210.11,1245.59
2013-03-20,1886.05,7029.08,1044.35,656.4,3087.439,6527.509,8353.38,3815.23,12121.79,10183.26,620.662,729.865,6205.66,1302.533,6391.15,13689.99,12311.474,1252.12
2013-03-21,1869.64,6924.56,1035.744,653.02,3063.32,6473.854,8305.62,3780.2,12027.57,10132.05,616.072,722.155,6142.14,1293.138,6327.78,13637.48,12264.125,1241.86
2013-03-22,1884.62,6944.57,1045.612,658.08,3082.598,6522.602,8362.23,3800.23,12104.94,10192.74,620.555,726.03,6176.48,1301.948,6359.05,13716.69,12328.839,1252.15
2013-03-23,1884.62,6944.57,1045.612,658.08,3082.598,6522.602,8362.23,3800.23,12104.94,10192.74,620.555,726.03,6176.48,1301.948,6359.05,13716.69,12328.839,1252.15
2013-03-24,1884.62,6944.57,1045.612,658.08,3082.598,6522.602,8362.23,3800.23,12104.94,10192.74,620.555,726.03,6176.48,1301.948,6359.05,13716.69,12328.839,1252.15
2013-03-25,1878.14,6908.25,1041.508,656.38,3072.646,6507.634,8339.03,3789.02,12095.58,10179.73,618.669,723.884,6154.76,1297.302,6353.23,13693.7,12313.403,1248.08
2013-03-26,1894.7,6964.21,1052.753,663.23,3095.375,6556.609,8412.29,3818.95,12180.59,10281.68,624.138,729.043,6208.7,1309.035,6399.65,13837.66,12428.501,1258.14
2013-03-27,1893.91,6962.23,1054.745,662.71,3093.359,6554.318,8422.2,3819.55,12186.58,10295.93,624.234,727.954,6214.81,1306.706,6401.53,13871.08,12434.846,1256.7
2013-03-28,1901.88,6972.37,1061.893,666.1,3105.437,6579.459,8477.42,3843.84,12257.46,10392.61,628.916,730.254,6244.09,1317.953,6430.61,13983.06,12554.748,1259.64
2013-03-29,1901.88,6972.37,1061.893,666.1,3105.437,6579.459,8477.42,3843.84,12257.46,10392.61,628.916,730.254,6244.09,1317.953,6430.61,13983.06,12554.748,1259.64
2013-03-30,1901.88,6972.37,1061.893,666.1,3105.437,6579.459,8477.42,3843.84,12257.46,10392.61,628.916,730.254,6244.09,1317.953,6430.61,13983.06,12554.748,1259.64
2013-03-31,1901.88,6972.37,1061.893,666.1,3105.437,6579.459,8477.42,3843.84,12257.46,10392.61,628.916,730.254,6244.09,1317.953,6430.61,13983.06,12554.748,1259.64
2013-04-01,1891.29,6872,1056.492,665.8,3095.477,6552.911,8453.28,3816.26,12201.65,10373.18,626.775,727.364,6189.43,1311.982,6398.14,13960.06,12517.928,1255.47
2013-04-02,1903.59,6827.6,1060.911,670.71,3107.245,6567.599,8503.21,3821.51,12238.52,10426.63,632.568,727.464,6196.33,1318.178,6388.4,14016.95,12555.248,1264.18
2013-04-03,1885.97,6698.08,1050.591,665.41,3071.437,6489.428,8430.45,3775.98,12097.33,10366.88,624.165,714.109,6106.24,1306.006,6292.85,13918.15,12469.48,1252.91
2013-04-04,1890.95,6718.7,1055.091,668.95,3088.824,6524.048,8467.83,3796.81,12191.25,10446.59,627.008,718.551,6136.89,1315.563,6330.7,14020.35,12588.267,1257.36
